PMB Code,PMB Description,Treatment Component,ICD10 Code,ICD10 Description,Comments
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I66.2+G46.2*,Occlusion and stenosis of posterior cerebral artery/Posterior cerebral artery syndrome (I66.2+),
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,G46.3,Brain stem stroke syndrome (I60-I67+),
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,G46.4,Cerebellar stroke syndrome (I60-I67+),
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,G46.5,Pure motor lacunar syndrome (I60-I67+),
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,G46.6,Pure sensory lacunar syndrome (I60-I67+),
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,G46.7,Other lacunar syndromes (I60-I67+),
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,G46.8,Other vascular syndromes of brain in cerebrovascular diseases (I60-I67+),
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,G93.4,"Encephalopathy, unspecified",
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I66.0,Occlusion and stenosis of middle cerebral artery,
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I66.1,Occlusion and stenosis of anterior cerebral artery,
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I66.2,Occlusion and stenosis of posterior cerebral artery,
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I66.3,Occlusion and stenosis of cerebellar arteries,
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I66.4,Occlusion and stenosis of multiple and bilateral cerebral arteries,
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I66.8,Occlusion and stenosis of other cerebral artery,
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I66.9,Occlusion and stenosis of unspecified cerebral artery,
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I67.0+G46.3*,"Dissection of cerebral arteries, nonruptured/Brain stem stroke syndrome (I60-I67+)",
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I67.0+G46.4*,"Dissection of cerebral arteries, nonruptured/Cerebellar stroke syndrome (I60-I67+)",
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I67.0+G46.5*,"Dissection of cerebral arteries, nonruptured/Pure motor lacunar syndrome (I60-I67+)",
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I67.0+G46.6*,"Dissection of cerebral arteries, nonruptured/Pure sensory lacunar syndrome (I60-I67+)",
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I67.0+G46.7*,"Dissection of cerebral arteries, nonruptured/Other lacunar syndromes (I60-I67+)",
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I67.0+G46.8*,"Dissection of cerebral arteries, nonruptured/Other vascular syndromes of brain in cerebrovascular diseases (I60-I67+)",
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I67.1,"Cerebral aneurysm, nonruptured",
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I67.1+G46.3*,"Cerebral aneurysm, nonruptured/Brain stem stroke syndrome (I60-I67+)",
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I67.1+G46.4*,"Cerebral aneurysm, nonruptured/Cerebellar stroke syndrome (I60-I67+)",
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I67.1+G46.5*,"Cerebral aneurysm, nonruptured/Pure motor lacunar syndrome (I60-I67+)",
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I67.1+G46.6*,"Cerebral aneurysm, nonruptured/Pure sensory lacunar syndrome (I60-I67+)",
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I67.1+G46.7*,"Cerebral aneurysm, nonruptured/Other lacunar syndromes (I60-I67+)",
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I67.1+G46.8*,"Cerebral aneurysm, nonruptured/Other vascular syndromes of brain in cerebrovascular diseases (I60-I67+)",
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I67.2,Cerebral atherosclerosis,
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I67.2+G46.3*,Cerebral atherosclerosis/Brain stem stroke syndrome (I60-I67+),
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I67.2+G46.4*,Cerebral atherosclerosis/Cerebellar stroke syndrome (I60-I67+),
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I67.2+G46.5*,Cerebral atherosclerosis/Pure motor lacunar syndrome (I60-I67+),
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I67.2+G46.6*,Cerebral atherosclerosis/Pure sensory lacunar syndrome (I60-I67+),
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I67.2+G46.7*,Cerebral atherosclerosis/Other lacunar syndromes (I60-I67+),
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I67.2+G46.8*,Cerebral atherosclerosis/Other vascular syndromes of brain in cerebrovascular diseases (I60-I67+),
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I67.3,Progressive vascular leukoencephalopathy,
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I67.3+G46.3*,Progressive vascular leukoencephalopathy/Brain stem stroke syndrome (I60-I67+),
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I67.3+G46.4*,Progressive vascular leukoencephalopathy/Cerebellar stroke syndrome (I60-I67+),
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I67.3+G46.5*,Progressive vascular leukoencephalopathy/Pure motor lacunar syndrome (I60-I67+),
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I67.3+G46.6*,Progressive vascular leukoencephalopathy/Pure sensory lacunar syndrome (I60-I67+),
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I67.3+G46.7*,Progressive vascular leukoencephalopathy/Other lacunar syndromes (I60-I67+),
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I67.3+G46.8*,Progressive vascular leukoencephalopathy/Other vascular syndromes of brain in cerebrovascular diseases (I60-I67+),
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I67.4,Hypertensive encephalopathy,
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I67.4+G46.3*,Hypertensive encephalopathy/Brain stem stroke syndrome (I60-I67+),
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I67.4+G46.4*,Hypertensive encephalopathy/Cerebellar stroke syndrome (I60-I67+),
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I67.4+G46.5*,Hypertensive encephalopathy/Pure motor lacunar syndrome (I60-I67+),
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I67.4+G46.6*,Hypertensive encephalopathy/Pure sensory lacunar syndrome (I60-I67+),
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I67.4+G46.7*,Hypertensive encephalopathy/Other lacunar syndromes (I60-I67+),
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I67.4+G46.8*,Hypertensive encephalopathy/Other vascular syndromes of brain in cerebrovascular diseases (I60-I67+),
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I67.5,Moyamoya disease,
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I67.5+G46.3*,Moyamoya disease/Brain stem stroke syndrome (I60-I67+),
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I67.5+G46.4*,Moyamoya disease/Cerebellar stroke syndrome (I60-I67+),
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I67.5+G46.5*,Moyamoya disease/Pure motor lacunar syndrome (I60-I67+),
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I67.5+G46.6*,Moyamoya disease/Pure sensory lacunar syndrome (I60-I67+),
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I67.5+G46.7*,Moyamoya disease/Other lacunar syndromes (I60-I67+),
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I67.5+G46.8*,Moyamoya disease/Other vascular syndromes of brain in cerebrovascular diseases (I60-I67+),
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I67.8,Other specified cerebrovascular diseases,
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I67.8+G46.3*,Other specified cerebrovascular diseases/Brain stem stroke syndrome (I60-I67+),
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I67.8+G46.4*,Other specified cerebrovascular diseases/Cerebellar stroke syndrome (I60-I67+),
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I67.8+G46.5*,Other specified cerebrovascular diseases/Pure motor lacunar syndrome (I60-I67+),
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I67.8+G46.6*,Other specified cerebrovascular diseases/Pure sensory lacunar syndrome (I60-I67+),
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I67.8+G46.7*,Other specified cerebrovascular diseases/Other lacunar syndromes (I60-I67+),
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I67.8+G46.8*,Other specified cerebrovascular diseases/Other vascular syndromes of brain in cerebrovascular diseases (I60-I67+),
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I67.9,"Cerebrovascular disease, unspecified",
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I67.9+G46.3*,"Cerebrovascular disease, unspecified/Brain stem stroke syndrome (I60-I67+)",
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I67.9+G46.4*,"Cerebrovascular disease, unspecified/Cerebellar stroke syndrome (I60-I67+)",
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I67.9+G46.5*,"Cerebrovascular disease, unspecified/Pure motor lacunar syndrome (I60-I67+)",
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I67.9+G46.6*,"Cerebrovascular disease, unspecified/Pure sensory lacunar syndrome (I60-I67+)",
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I67.9+G46.7*,"Cerebrovascular disease, unspecified/Other lacunar syndromes (I60-I67+)",
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,I67.9+G46.8*,"Cerebrovascular disease, unspecified/Other vascular syndromes of brain in cerebrovascular diseases (I60-I67+)",
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,Q28.0,Arteriovenous malformation of precerebral vessels,
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,Q28.1,Other malformations of precerebral vessels,
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,Q28.2,Arteriovenous malformation of cerebral vessels,
265A,Transient cerebral ischaemia; life-threatening cerebrovascular conditions NOS,Evaluation; medical management; surgery,Q28.3,Other malformations of cerebral vessels,
109A,"Vertebral dislocations/ fractures, open or closed with injury to spinal cord",Repair /reconstruction; medical management; inpatient rehabilitation up to 2 months,M43.31,"Recurrent atlantoaxial subluxation with myelopathy, occipiti-atlanot-axial region",
109A,"Vertebral dislocations/ fractures, open or closed with injury to spinal cord",Repair /reconstruction; medical management; inpatient rehabilitation up to 2 months,M99.10,"Subluxation complex (vertebral), head region; occipitocervical",
109A,"Vertebral dislocations/ fractures, open or closed with injury to spinal cord",Repair /reconstruction; medical management; inpatient rehabilitation up to 2 months,M99.11,"Subluxation complex (vertebral), cervical region;cervicothoracic",
109A,"Vertebral dislocations/ fractures, open or closed with injury to spinal cord",Repair /reconstruction; medical management; inpatient rehabilitation up to 2 months,M99.12,"Subluxation complex (vertebral), thoracic region, thoracolumbar",
109A,"Vertebral dislocations/ fractures, open or closed with injury to spinal cord",Repair /reconstruction; medical management; inpatient rehabilitation up to 2 months,M99.13,"Subluxation complex (vertebral), lumbar region, lumbosacral",
109A,"Vertebral dislocations/ fractures, open or closed with injury to spinal cord",Repair /reconstruction; medical management; inpatient rehabilitation up to 2 months,M99.14,"Subluxation complex (vertebral), sacral region; sacrococcygeal, sacroiliac",
109A,"Vertebral dislocations/ fractures, open or closed with injury to spinal cord",Repair /reconstruction; medical management; inpatient rehabilitation up to 2 months,M99.20,"Subluxation stenosis of neural canal, head region; occipitocervical",
109A,"Vertebral dislocations/ fractures, open or closed with injury to spinal cord",Repair /reconstruction; medical management; inpatient rehabilitation up to 2 months,M99.21,"Subluxation stenosis of neural canal, cervical region; cervicothoracic",
109A,"Vertebral dislocations/ fractures, open or closed with injury to spinal cord",Repair /reconstruction; medical management; inpatient rehabilitation up to 2 months,M99.22,"Subluxation stenosis of neural canal, thoracic region; thoracolumbar",
109A,"Vertebral dislocations/ fractures, open or closed with injury to spinal cord",Repair /reconstruction; medical management; inpatient rehabilitation up to 2 months,M99.23,"Subluxation stenosis of neural canal, lumbar region; lumbosacral",
109A,"Vertebral dislocations/ fractures, open or closed with injury to spinal cord",Repair /reconstruction; medical management; inpatient rehabilitation up to 2 months,M99.24,"Subluxation stenosis of neural canal, sacral region; sacrococcygeal, sacroilia",
109A,"Vertebral dislocations/ fractures, open or closed with injury to spinal cord",Repair /reconstruction; medical management; inpatient rehabilitation up to 2 months,S12.00,"Fracture of first cervical vertebra, closed",
109A,"Vertebral dislocations/ fractures, open or closed with injury to spinal cord",Repair /reconstruction; medical management; inpatient rehabilitation up to 2 months,S12.01,"Fracture of first cervical vertebra, open",
109A,"Vertebral dislocations/ fractures, open or closed with injury to spinal cord",Repair /reconstruction; medical management; inpatient rehabilitation up to 2 months,S12.10,"Fracture of second cervical vertebra, closed",
109A,"Vertebral dislocations/ fractures, open or closed with injury to spinal cord",Repair /reconstruction; medical management; inpatient rehabilitation up to 2 months,S12.11,"Fracture of second cervical vertebra, open",
109A,"Vertebral dislocations/ fractures, open or closed with injury to spinal cord",Repair /reconstruction; medical management; inpatient rehabilitation up to 2 months,S12.20,"Fracture of other specified cervical vertebra, closed",
109A,"Vertebral dislocations/ fractures, open or closed with injury to spinal cord",Repair /reconstruction; medical management; inpatient rehabilitation up to 2 months,S12.21,"Fracture of other specified cervical vertebra, open",
109A,"Vertebral dislocations/ fractures, open or closed with injury to spinal cord",Repair /reconstruction; medical management; inpatient rehabilitation up to 2 months,S12.70,"Multiple fractures of cervical spine, closed",
109A,"Vertebral dislocations/ fractures, open or closed with injury to spinal cord",Repair /reconstruction; medical management; inpatient rehabilitation up to 2 months,S12.71,"Multiple fractures of cervical spine, open",
109A,"Vertebral dislocations/ fractures, open or closed with injury to spinal cord",Repair /reconstruction; medical management; inpatient rehabilitation up to 2 months,S12.80,"Fracture of other parts of neck, closed",
109A,"Vertebral dislocations/ fractures, open or closed with injury to spinal cord",Repair /reconstruction; medical management; inpatient rehabilitation up to 2 months,S12.81,"Fracture of other parts of neck, open",
109A,"Vertebral dislocations/ fractures, open or closed with injury to spinal cord",Repair /reconstruction; medical management; inpatient rehabilitation up to 2 months,S12.90,"Fracture of neck, part unspecified, closed",
109A,"Vertebral dislocations/ fractures, open or closed with injury to spinal cord",Repair /reconstruction; medical management; inpatient rehabilitation up to 2 months,S12.91,"Fracture of neck, part unspecified, open",
109A,"Vertebral dislocations/ fractures, open or closed with injury to spinal cord",Repair /reconstruction; medical management; inpatient rehabilitation up to 2 months,S13.0,Traumatic rupture of cervical intervertebral disc,
109A,"Vertebral dislocations/ fractures, open or closed with injury to spinal cord",Repair /reconstruction; medical management; inpatient rehabilitation up to 2 months,S13.1,Dislocation of cervical vertebra,
109A,"Vertebral dislocations/ fractures, open or closed with injury to spinal cord",Repair /reconstruction; medical management; inpatient rehabilitation up to 2 months,S13.2,Dislocation of other and unspecified parts of neck,
109A,"Vertebral dislocations/ fractures, open or closed with injury to spinal cord",Repair /reconstruction; medical management; inpatient rehabilitation up to 2 months,S13.3,Multiple dislocations of neck,
109A,"Vertebral dislocations/ fractures, open or closed with injury to spinal cord",Repair /reconstruction; medical management; inpatient rehabilitation up to 2 months,S14.1,Other and unspecified injuries of cervical spinal cord,
109A,"Vertebral dislocations/ fractures, open or closed with injury to spinal cord",Repair /reconstruction; medical management; inpatient rehabilitation up to 2 months,S22.00,"Fracture of thoracic vertebra, closed",
109A,"Vertebral dislocations/ fractures, open or closed with injury to spinal cord",Repair /reconstruction; medical management; inpatient rehabilitation up to 2 months,S22.01,"Fracture of thoracic vertebra, open",
109A,"Vertebral dislocations/ fractures, open or closed with injury to spinal cord",Repair /reconstruction; medical management; inpatient rehabilitation up to 2 months,S22.10,"Multiple fractures of thoracic spine, closed",
109A,"Vertebral dislocations/ fractures, open or closed with injury to spinal cord",Repair /reconstruction; medical management; inpatient rehabilitation up to 2 months,S22.11,"Multiple fractures of thoracic spine, open",
109A,"Vertebral dislocations/ fractures, open or closed with injury to spinal cord",Repair /reconstruction; medical management; inpatient rehabilitation up to 2 months,S23.1,Dislocation of thoracic vertebra,
109A,"Vertebral dislocations/ fractures, open or closed with injury to spinal cord",Repair /reconstruction; medical management; inpatient rehabilitation up to 2 months,S23.2,Dislocation of other and unspecified parts of thorax,
109A,"Vertebral dislocations/ fractures, open or closed with injury to spinal cord",Repair /reconstruction; medical management; inpatient rehabilitation up to 2 months,S24.0,Concussion and oedema of thoracic spinal cord,
109A,"Vertebral dislocations/ fractures, open or closed with injury to spinal cord",Repair /reconstruction; medical management; inpatient rehabilitation up to 2 months,S24.1,Other and unspecified injuries of thoracic spinal cord,
109A,"Vertebral dislocations/ fractures, open or closed with injury to spinal cord",Repair /reconstruction; medical management; inpatient rehabilitation up to 2 months,S32.00,"Fracture of lumbar vertebra, closed",
109A,"Vertebral dislocations/ fractures, open or closed with injury to spinal cord",Repair /reconstruction; medical management; inpatient rehabilitation up to 2 months,S32.01,"Fracture of lumbar vertebra, open",
109A,"Vertebral dislocations/ fractures, open or closed with injury to spinal cord",Repair /reconstruction; medical management; inpatient rehabilitation up to 2 months,S32.10,"Fracture of sacrum, closed",
109A,"Vertebral dislocations/ fractures, open or closed with injury to spinal cord",Repair /reconstruction; medical management; inpatient rehabilitation up to 2 months,S32.11,"Fracture of sacrum, open",
109A,"Vertebral dislocations/ fractures, open or closed with injury to spinal cord",Repair /reconstruction; medical management; inpatient rehabilitation up to 2 months,S32.70,"Multiple fractures of lumbar spine and pelvis, closed",
109A,"Vertebral dislocations/ fractures, open or closed with injury to spinal cord",Repair /reconstruction; medical management; inpatient rehabilitation up to 2 months,S32.71,"Multiple fractures of lumbar spine and pelvis, open",
109A,"Vertebral dislocations/ fractures, open or closed with injury to spinal cord",Repair /reconstruction; medical management; inpatient rehabilitation up to 2 months,S32.80,"Fracture of other and unspecified parts of lumbar spine and pelvis, closed",
109A,"Vertebral dislocations/ fractures, open or closed with injury to spinal cord",Repair /reconstruction; medical management; inpatient rehabilitation up to 2 months,S32.81,"Fracture of other and unspecified parts of lumbar spine and pelvis, open",
109A,"Vertebral dislocations/ fractures, open or closed with injury to spinal cord",Repair /reconstruction; medical management; inpatient rehabilitation up to 2 months,S33.1,Dislocation of lumbar vertebra,If injury of spinal cord exist use DTP code 109A but without injury to spinal cord use 491H
109A,"Vertebral dislocations/ fractures, open or closed with injury to spinal cord",Repair /reconstruction; medical management; inpatient rehabilitation up to 2 months,S33.2,Dislocation of sacroiliac and sacrococcygeal joint,
109A,"Vertebral dislocations/ fractures, open or closed with injury to spinal cord",Repair /reconstruction; medical management; inpatient rehabilitation up to 2 months,S33.3,Dislocation of other and unspecified parts of lumbar spine and pelvis,
109A,"Vertebral dislocations/ fractures, open or closed with injury to spinal cord",Repair /reconstruction; medical management; inpatient rehabilitation up to 2 months,S34.0,Concussion and oedema of lumbar spinal cord,
109A,"Vertebral dislocations/ fractures, open or closed with injury to spinal cord",Repair /reconstruction; medical management; inpatient rehabilitation up to 2 months,S34.1,Other injury of lumbar spinal cord,
109A,"Vertebral dislocations/ fractures, open or closed with injury to spinal cord",Repair /reconstruction; medical management; inpatient rehabilitation up to 2 months,T02.00,"Fractures involving head with neck, closed",
109A,"Vertebral dislocations/ fractures, open or closed with injury to spinal cord",Repair /reconstruction; medical management; inpatient rehabilitation up to 2 months,T06.0,Injuries of brain and cranial nerves with injuries of nerves and spinal cord at neck level,
109A,"Vertebral dislocations/ fractures, open or closed with injury to spinal cord",Repair /reconstruction; medical management; inpatient rehabilitation up to 2 months,T09.3,Injury of spinal cord level unspecified,
109A,"Vertebral dislocations/ fractures, open or closed with injury to spinal cord",Repair /reconstruction; medical management; inpatient rehabilitation up to 2 months,T91.3,Sequelae of injury of spinal cord,
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,A82.0,Sylvatic rabies,
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,A82.1,Urban rabies,
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,A82.9,"Rabies, unspecified",
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,A85.0,Enteroviral encephalitis (G05.1*),
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,A85.0+G05.1*,"Enteroviral encephalitis/ Encephalitis, myelitis and encephalomyelitis in viral diseases classified elsewhere",
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,A85.1,Adenoviral encephalitis (G05.1*),
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,A85.1+G05.1*,"Adenoviral encephalitis/ Encephalitis, myelitis and encephalomyelitis in viral diseases classified elsewhere",
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,A85.2,"Arthropod-borne viral encephalitis, unspecified",
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,A85.8,Other specified viral encephalitis,
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,A86,Unspecified viral encephalitis,
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,A87.0,Enteroviral meningitis (G02.0*),
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,A87.0+G02.0*,Enteroviral meningitis / Meningitis in viral diseases classified elsewhere,
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,A87.1,Adenoviral meningitis (G02.0*),
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,A87.1+G02.0*,Adenoviral meningitis / Meningitis in viral diseases classified elsewhere,
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,A87.2,Lymphocytic choriomeningitis,
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,A87.8,Other viral meningitis,
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,A87.9,"Viral meningitis, unspecified",
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,A88.0,Enteroviral exanthematous fever [Boston exanthem],
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,A88.1,Epidemic vertigo,
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,A88.8,Other specified viral infections of central nervous system,
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,A89,Unspecified viral infection of central nervous system,
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,B00.3,Herpesviral meningitis (G02.0*),
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,B00.3+G02.0*,Herpesviral meningitis / Meningitis in viral diseases classified elsewhere,
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,B00.4,Herpesviral encephalitis (G05.1*),
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,B00.4+G05.1*,"Herpesviral encephalitis / Encephalitis, myelitis and encephalomyelitis in viral diseases classified elsewhere ",
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,B01.0,Varicella meningitis (G02.0*),
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,B01.0+G02.0*,Varicella meningitis / Meningitis in viral diseases classified elsewhere,
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,B01.1,Varicella encephalitis (G05.1*),
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,B01.1+G05.1*,"Varicella encephalitis / Encephalitis, myelitis and encephalomyelitis in viral diseases classified elsewhere",
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,B02.0,Zoster encephalitis (G05.1*),
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,B02.0+G02.0*,Zoster encephalitis (G05.1*)/Meningitis in viral diseases classified elsewhere,
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,B02.0+G05.1*,"Zoster encephalitis /  Encephalitis, myelitis and encephalomyelitis in viral diseases classified elsewhere",
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,B02.1,Zoster meningitis (G02.0*),
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,B02.1+G02.0*,Zoster meningitis / Meningitis in viral diseases classified elsewhere,
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,B02.2,Zoster with other nervous system involvement,
684A,"Viral meningitis, encephalitis, myelitis and encephalomyelitis",Medical management,B05.0,Measles complicated by encephalitis (G05.1*),
